,Date,NIFTY FMCG
2132,2016-08-11,21866.3
2133,2016-08-12,22204.2
2134,2016-08-16,22426.0
2135,2016-08-17,22378.9
2136,2016-08-18,22370.75
2137,2016-08-19,22289.05
2138,2016-08-22,22277.0
2139,2016-08-23,22400.1
2140,2016-08-24,22173.7
2141,2016-08-25,22304.45
2142,2016-08-26,22316.45
2143,2016-08-29,22221.35
2144,2016-08-30,22254.1
2145,2016-08-31,22589.7
2146,2016-09-01,22666.85
2147,2016-09-02,22760.15
2148,2016-09-06,22817.95
2149,2016-09-07,23021.25
2150,2016-09-08,23036.7
2151,2016-09-09,23105.2
2152,2016-09-12,22467.9
2153,2016-09-14,22233.4
2154,2016-09-15,22366.2
2155,2016-09-16,22559.15
2156,2016-09-19,22841.7
2157,2016-09-20,22687.5
2158,2016-09-21,22487.5
2159,2016-09-22,22473.0
2160,2016-09-23,22392.1
2161,2016-09-26,22303.6
2162,2016-09-27,22027.65
2163,2016-09-28,21980.85
2164,2016-09-29,22024.9
2165,2016-09-30,21668.35
2166,2016-10-03,21733.75
2167,2016-10-04,21802.9
2168,2016-10-05,21772.2
2169,2016-10-06,21869.6
2170,2016-10-07,21713.25
2171,2016-10-10,21797.9
2172,2016-10-13,21638.0
2173,2016-10-14,21441.45
2174,2016-10-17,21447.7
2175,2016-10-18,21451.3
2176,2016-10-19,21751.45
2177,2016-10-20,21534.35
2178,2016-10-21,21426.0
2179,2016-10-24,21589.1
2180,2016-10-25,21632.05
2181,2016-10-26,21422.2
2182,2016-10-27,21441.8
2183,2016-10-28,21540.4
2184,2016-10-30,21620.35
2185,2016-11-01,21529.75
2186,2016-11-02,21189.15
2187,2016-11-03,21159.1
2188,2016-11-04,21844.7
2189,2016-11-07,21924.85
2190,2016-11-08,21944.6
2191,2016-11-09,20734.8
2192,2016-11-10,21774.85
2193,2016-11-11,21351.5
2194,2016-11-15,20814.3
2195,2016-11-16,20402.35
2196,2016-11-17,20010.5
2197,2016-11-18,20098.8
2198,2016-11-21,19983.8
2199,2016-11-22,19797.45
2200,2016-11-23,20023.3
2201,2016-11-24,19973.1
2202,2016-11-25,19940.6
2203,2016-11-28,20131.3
2204,2016-11-29,20411.65
2205,2016-11-30,20386.95
2206,2016-12-01,20523.4
2207,2016-12-02,20487.15
2208,2016-12-05,20224.7
2209,2016-12-06,20507.8
2210,2016-12-07,20371.05
2211,2016-12-08,20274.35
2212,2016-12-09,20528.6
2213,2016-12-12,20538.9
2214,2016-12-13,20453.55
2215,2016-12-14,20520.85
2216,2016-12-15,20219.0
2217,2016-12-16,20196.25
2218,2016-12-19,19950.4
2219,2016-12-20,20014.8
2220,2016-12-21,20023.05
2221,2016-12-22,19755.05
2222,2016-12-23,19736.6
2223,2016-12-26,19591.3
2224,2016-12-27,19671.9
2225,2016-12-28,20109.9
2226,2016-12-29,20270.4
2227,2016-12-30,20492.25
2228,2017-01-02,20793.35
2229,2017-01-03,20719.6
2230,2017-01-04,20862.15
2231,2017-01-05,20927.55
2232,2017-01-06,21085.65
2233,2017-01-09,20906.5
2234,2017-01-10,21019.65
2235,2017-01-11,21210.65
2236,2017-01-12,21227.2
2237,2017-01-13,21081.8
2238,2017-01-16,21214.7
2239,2017-01-17,21203.45
2240,2017-01-18,21446.45
2241,2017-01-19,21490.45
2242,2017-01-20,21623.9
2243,2017-01-23,21613.85
2244,2017-01-24,21871.3
2245,2017-01-25,21903.4
2246,2017-01-27,22135.35
2247,2017-01-30,21851.2
2248,2017-01-31,21812.45
2249,2017-02-01,21930.65
2250,2017-02-02,22582.8
2251,2017-02-03,22686.95
2252,2017-02-06,22758.65
2253,2017-02-07,23015.5
2254,2017-02-08,22832.05
2255,2017-02-09,22834.0
2256,2017-02-10,22921.5
2257,2017-02-13,22839.7
2258,2017-02-14,22633.1
2259,2017-02-15,22616.7
2260,2017-02-16,22547.75
2261,2017-02-17,22434.5
2262,2017-02-20,22388.45
2263,2017-02-21,22443.05
2264,2017-02-22,22537.85
2265,2017-02-23,22479.85
2266,2017-02-27,22435.7
2267,2017-02-28,22358.25
2268,2017-03-01,22378.35
2269,2017-03-02,22688.55
2270,2017-03-03,22294.15
2271,2017-03-06,22354.75
2272,2017-03-07,22417.45
2273,2017-03-08,22400.2
2274,2017-03-09,22440.7
2275,2017-03-10,22405.05
2276,2017-03-14,22567.35
2277,2017-03-15,22662.1
2278,2017-03-16,22930.85
2279,2017-03-17,23293.6
2280,2017-03-20,23577.6
2281,2017-03-21,23567.2
2282,2017-03-22,23573.85
2283,2017-03-23,23288.3
2284,2017-03-24,23393.7
2285,2017-03-27,23435.9
2286,2017-03-28,23467.0
2287,2017-03-29,23474.35
2288,2017-03-30,23711.8
2289,2017-03-31,23596.4
2290,2017-04-03,23641.25
2291,2017-04-05,23714.65
2292,2017-04-06,23530.35
2293,2017-04-07,23257.25
2294,2017-04-10,23338.0
2295,2017-04-11,23224.0
2296,2017-04-12,23612.5
2297,2017-04-13,23678.0
2298,2017-04-17,23399.7
2299,2017-04-18,23521.2
2300,2017-04-19,23486.6
2301,2017-04-20,23457.25
2302,2017-04-21,23637.0
2303,2017-04-24,23346.9
2304,2017-04-25,23427.45
2305,2017-04-26,23882.65
2306,2017-04-27,24329.7
2307,2017-04-28,24056.3
2308,2017-05-02,23764.25
2309,2017-05-03,23825.85
2310,2017-05-04,23703.55
2311,2017-05-05,23923.35
2312,2017-05-08,23685.25
2313,2017-05-09,23495.45
2314,2017-05-10,23585.25
2315,2017-05-11,24035.9
2316,2017-05-12,24063.15
2317,2017-05-15,24028.45
2318,2017-05-16,24137.55
2319,2017-05-17,24399.3
2320,2017-05-18,24082.15
2321,2017-05-19,24202.6
2322,2017-05-22,24707.5
2323,2017-05-23,25188.35
2324,2017-05-24,25024.45
2325,2017-05-25,25030.4
2326,2017-05-26,25150.9
2327,2017-05-29,25288.15
2328,2017-05-30,25786.55
2329,2017-05-31,25801.65
2330,2017-06-01,25857.35
2331,2017-06-02,26306.65
2332,2017-06-05,26233.65
2333,2017-06-06,26436.0
2334,2017-06-07,26137.3
2335,2017-06-08,26285.15
2336,2017-06-09,26151.45
2337,2017-06-12,25986.45
2338,2017-06-13,25907.25
2339,2017-06-14,25963.75
2340,2017-06-15,25902.65
2341,2017-06-16,25789.3
2342,2017-06-19,26056.8
2343,2017-06-20,26207.05
2344,2017-06-21,26097.15
2345,2017-06-22,26236.4
2346,2017-06-23,26136.05
2347,2017-06-27,26209.75
2348,2017-06-28,26172.75
2349,2017-06-29,26069.05
2350,2017-06-30,26070.7
2351,2017-07-03,27835.35
2352,2017-07-04,27859.95
2353,2017-07-05,27569.5
2354,2017-07-06,27510.0
2355,2017-07-07,27614.8
2356,2017-07-10,27422.15
2357,2017-07-11,27591.5
2358,2017-07-12,27297.65
2359,2017-07-13,27614.4
2360,2017-07-14,27995.9
2361,2017-07-17,27768.7
2362,2017-07-18,25885.7
2363,2017-07-19,25839.7
2364,2017-07-20,26048.6
2365,2017-07-21,25898.65
2366,2017-07-24,25865.3
2367,2017-07-25,26117.85
2368,2017-07-26,25983.7
2369,2017-07-27,26173.4
2370,2017-07-28,26211.25
2371,2017-07-31,26009.05
2372,2017-08-01,25705.75
2373,2017-08-02,25864.5
2374,2017-08-03,25485.75
2375,2017-08-04,25389.15
2376,2017-08-07,25549.25
2377,2017-08-08,25619.3
2378,2017-08-09,25291.0
2379,2017-08-10,25015.4
2380,2017-08-11,24739.95
2381,2017-08-14,24940.85
2382,2017-08-16,24984.9
2383,2017-08-17,25680.85
2384,2017-08-18,25397.95
2385,2017-08-21,25758.75
2386,2017-08-22,25708.1
2387,2017-08-23,25652.15
2388,2017-08-24,25607.9
2389,2017-08-28,25614.2
2390,2017-08-29,25728.85
2391,2017-08-30,25634.7
2392,2017-08-31,25818.5
2393,2017-09-01,25835.25
2394,2017-09-04,25888.8
2395,2017-09-05,25763.35
2396,2017-09-06,25664.1
2397,2017-09-07,25567.3
2398,2017-09-08,25360.4
2399,2017-09-11,25434.25
2400,2017-09-12,25692.35
2401,2017-09-13,25904.9
2402,2017-09-14,25729.95
2403,2017-09-15,25590.15
2404,2017-09-18,25622.2
2405,2017-09-19,25648.9
2406,2017-09-20,25744.65
2407,2017-09-21,25725.0
2408,2017-09-22,25447.3
2409,2017-09-25,25255.5
2410,2017-09-26,25093.4
2411,2017-09-27,25046.6
2412,2017-09-28,24664.0
2413,2017-09-29,24834.05
2414,2017-10-03,24764.9
2415,2017-10-04,24910.4
2416,2017-10-05,25156.25
2417,2017-10-06,25066.55
2418,2017-10-09,25271.4
2419,2017-10-10,25294.5
2420,2017-10-11,25269.95
2421,2017-10-12,25215.9
2422,2017-10-13,25443.8
2423,2017-10-16,25481.0
2424,2017-10-17,25643.05
2425,2017-10-18,25654.75
2426,2017-10-19,25745.3
2427,2017-10-23,25636.85
2428,2017-10-24,25542.05
2429,2017-10-25,25632.25
2430,2017-10-26,25758.0
2431,2017-10-27,25817.35
2432,2017-10-30,25837.15
2433,2017-10-31,25746.95
2434,2017-11-01,25784.5
2435,2017-11-02,26090.8
2436,2017-11-03,25939.0
2437,2017-11-06,25829.0
2438,2017-11-07,25872.2
2439,2017-11-08,25793.9
2440,2017-11-09,25905.1
2441,2017-11-10,25775.6
2442,2017-11-13,26015.65
2443,2017-11-14,25721.15
2444,2017-11-15,25564.45
2445,2017-11-16,25377.9
2446,2017-11-17,25682.0
2447,2017-11-20,25791.45
2448,2017-11-21,25894.95
2449,2017-11-22,25733.25
2450,2017-11-23,25847.05
2451,2017-11-24,25835.35
2452,2017-11-27,25923.1
2453,2017-11-28,25914.1
2454,2017-11-29,26019.35
2455,2017-11-30,25944.15
2456,2017-12-01,25886.75
2457,2017-12-04,25750.95
2458,2017-12-05,25788.2
2459,2017-12-06,25655.15
2460,2017-12-07,25578.3
2461,2017-12-08,25939.65
2462,2017-12-11,26623.45
2463,2017-12-12,26616.1
2464,2017-12-13,26286.55
2465,2017-12-14,26290.65
2466,2017-12-15,26539.5
2467,2017-12-18,26426.0
2468,2017-12-19,26483.6
2469,2017-12-20,26722.55
2470,2017-12-21,26878.75
2471,2017-12-22,26695.5
2472,2017-12-26,26724.85
2473,2017-12-27,26763.1
2474,2017-12-28,26755.5
2475,2017-12-29,26683.95
2476,2018-01-01,26885.6
2477,2018-01-02,26734.35
2478,2018-01-03,26606.95
2479,2018-01-04,26657.1
2480,2018-01-05,26730.4
2481,2018-01-08,26980.65
2482,2018-01-09,27150.75
2483,2018-01-10,27397.45
2484,2018-01-11,27186.8
2485,2018-01-12,27370.3
2486,2018-01-15,27238.85
2487,2018-01-16,27229.6
2488,2018-01-17,26906.15
2489,2018-01-18,27304.3
2490,2018-01-19,27539.3
2491,2018-01-22,27555.8
2492,2018-01-23,27673.7
2493,2018-01-24,27691.5
2494,2018-01-25,27866.15
2495,2018-01-29,27735.45
2496,2018-01-30,27503.4
2497,2018-01-31,27457.15
2498,2018-02-01,27190.45
2499,2018-02-02,27164.95
2500,2018-02-05,26898.15
2501,2018-02-06,26257.15
2502,2018-02-07,26984.8
2503,2018-02-08,26856.85
2504,2018-02-09,26460.15
2505,2018-02-12,26849.4
2506,2018-02-14,26900.0
2507,2018-02-15,26701.75
2508,2018-02-16,26890.75
2509,2018-02-19,26635.55
2510,2018-02-20,26411.9
2511,2018-02-21,26468.4
2512,2018-02-22,26530.3
2513,2018-02-23,26538.05
2514,2018-02-26,26677.85
2515,2018-02-27,26767.55
2516,2018-02-28,26592.55
2517,2018-03-01,26489.6
2518,2018-03-05,26434.8
2519,2018-03-06,26232.65
2520,2018-03-07,25887.1
2521,2018-03-08,26165.0
2522,2018-03-09,25993.0
2523,2018-03-12,26322.15
2524,2018-03-13,26694.95
2525,2018-03-14,26549.1
2526,2018-03-15,26479.0
2527,2018-03-16,26438.5
2528,2018-03-19,26127.85
2529,2018-03-20,25864.4
2530,2018-03-21,26117.8
2531,2018-03-22,26126.55
2532,2018-03-23,25749.2
2533,2018-03-26,25795.05
2534,2018-03-27,26300.45
2535,2018-03-28,26210.2
2536,2018-04-02,26169.35
2537,2018-04-03,26462.95
2538,2018-04-04,26551.35
2539,2018-04-05,26467.45
2540,2018-04-06,26747.05
2541,2018-04-09,26811.85
2542,2018-04-10,27188.55
2543,2018-04-11,27140.4
2544,2018-04-12,27168.5
2545,2018-04-13,27133.8
2546,2018-04-16,26932.4
2547,2018-04-17,27354.6
2548,2018-04-18,27650.45
2549,2018-04-19,28158.75
2550,2018-04-20,28055.1
2551,2018-04-23,28136.6
2552,2018-04-24,28130.0
2553,2018-04-25,28070.75
2554,2018-04-26,28102.65
2555,2018-04-27,28445.5
2556,2018-04-30,28483.15
2557,2018-05-02,28870.7
2558,2018-05-03,28797.15
2559,2018-05-04,28615.5
2560,2018-05-07,28286.35
2561,2018-05-08,28642.4
2562,2018-05-09,28481.5
2563,2018-05-10,28460.75
2564,2018-05-11,28342.15
2565,2018-05-14,28519.9
2566,2018-05-15,28546.3
2567,2018-05-16,28219.6
2568,2018-05-17,29002.25
2569,2018-05-18,28469.0
2570,2018-05-21,28911.6
2571,2018-05-22,28623.0
2572,2018-05-23,28589.15
2573,2018-05-24,28486.6
2574,2018-05-25,28453.35
2575,2018-05-28,28746.6
2576,2018-05-29,28726.55
2577,2018-05-30,28591.85
2578,2018-05-31,28756.65
2579,2018-06-01,28839.0
2580,2018-06-04,28669.95
2581,2018-06-05,28417.2
2582,2018-06-06,28378.1
2583,2018-06-07,28659.85
2584,2018-06-08,28843.05
2585,2018-06-11,28779.3
2586,2018-06-12,28844.9
2587,2018-06-13,29151.7
2588,2018-06-14,28863.5
2589,2018-06-15,28842.65
2590,2018-06-18,28807.45
2591,2018-06-19,28688.35
2592,2018-06-20,28684.2
2593,2018-06-21,28519.35
2594,2018-06-22,28295.05
2595,2018-06-25,28670.2
2596,2018-06-26,28494.05
2597,2018-06-27,28859.2
2598,2018-06-28,28590.9
2599,2018-06-29,28517.45
2600,2018-07-02,29025.3
2601,2018-07-03,28826.55
2602,2018-07-04,29014.3
2603,2018-07-05,29146.4
2604,2018-07-06,29385.7
2605,2018-07-09,29504.65
2606,2018-07-10,29674.1
2607,2018-07-11,29710.9
2608,2018-07-12,29862.75
2609,2018-07-13,29976.25
2610,2018-07-16,29655.3
2611,2018-07-17,29636.35
2612,2018-07-18,29400.8
2613,2018-07-19,29035.4
2614,2018-07-20,29236.25
2615,2018-07-23,29643.55
2616,2018-07-24,30041.15
2617,2018-07-25,30000.25
2618,2018-07-26,30050.35
2619,2018-07-27,30641.6
2620,2018-07-30,30787.75
2621,2018-07-31,30863.25
2622,2018-08-01,31085.85
2623,2018-08-02,31137.85
2624,2018-08-03,31162.3
2625,2018-08-06,31505.95
2626,2018-08-07,31304.2
2627,2018-08-08,31141.3
2628,2018-08-09,31376.0
2629,2018-08-10,31345.95
2630,2018-08-13,31354.7
2631,2018-08-14,31545.7
2632,2018-08-16,31701.65
2633,2018-08-17,31799.2
2634,2018-08-20,32422.0
2635,2018-08-21,32455.3
2636,2018-08-23,32457.6
2637,2018-08-24,32550.15
2638,2018-08-27,32508.05
2639,2018-08-28,32650.75
2640,2018-08-29,32519.2
2641,2018-08-30,32458.65
2642,2018-08-31,32984.35
2643,2018-09-03,33167.9
2644,2018-09-04,32033.85
2645,2018-09-05,31395.15
2646,2018-09-06,31299.3
2647,2018-09-07,31241.55
2648,2018-09-10,31305.5
2649,2018-09-11,30845.2
2650,2018-09-12,30147.5
2651,2018-09-14,30957.2
2652,2018-09-17,30824.8
2653,2018-09-18,30647.2
2654,2018-09-19,31027.75
2655,2018-09-21,30555.85
2656,2018-09-24,30510.35
2657,2018-09-25,29763.1
2658,2018-09-26,30352.85
2659,2018-09-27,29726.3
2660,2018-09-28,29808.1
2661,2018-10-01,29908.9
2662,2018-10-03,29916.35
2663,2018-10-04,29274.2
2664,2018-10-05,28457.3
2665,2018-10-08,27957.65
2666,2018-10-09,27882.95
2667,2018-10-10,27210.45
2668,2018-10-11,26954.7
2669,2018-10-12,27655.55
2670,2018-10-15,28329.3
2671,2018-10-16,28425.3
2672,2018-10-17,28680.45
2673,2018-10-19,28515.65
2674,2018-10-22,29062.3
2675,2018-10-23,28596.25
2676,2018-10-24,28680.75
2677,2018-10-25,28400.95
2678,2018-10-26,28485.7
2679,2018-10-29,28070.9
2680,2018-10-30,28247.4
2681,2018-10-31,28305.5
2682,2018-11-01,28628.25
2683,2018-11-02,28489.75
2684,2018-11-05,28929.3
2685,2018-11-06,28874.25
2686,2018-11-07,28759.0
2687,2018-11-09,28769.4
2688,2018-11-12,28783.0
2689,2018-11-13,28499.05
2690,2018-11-14,28892.6
2691,2018-11-15,29134.3
2692,2018-11-16,29099.95
2693,2018-11-19,29248.3
2694,2018-11-20,29660.2
2695,2018-11-21,29425.75
2696,2018-11-22,29385.65
2697,2018-11-26,29336.3
2698,2018-11-27,29938.15
2699,2018-11-28,29952.95
2700,2018-11-29,29863.05
2701,2018-11-30,30226.15
2702,2018-12-03,30312.0
2703,2018-12-04,30306.05
2704,2018-12-05,30056.95
2705,2018-12-06,29803.85
2706,2018-12-07,29606.15
2707,2018-12-10,29315.9
2708,2018-12-11,28974.65
2709,2018-12-12,29656.35
2710,2018-12-13,30286.95
2711,2018-12-14,30166.9
2712,2018-12-17,30477.6
2713,2018-12-18,30566.65
2714,2018-12-19,30720.3
2715,2018-12-20,30791.65
2716,2018-12-21,30798.0
2717,2018-12-24,30371.7
2718,2018-12-26,29841.2
2719,2018-12-27,30218.25
2720,2018-12-28,30354.75
2721,2018-12-31,30633.85
2722,2019-01-01,30579.1
2723,2019-01-02,30347.6
2724,2019-01-03,30187.8
2725,2019-01-04,30256.1
2726,2019-01-07,30440.9
2727,2019-01-08,30341.85
2728,2019-01-09,30404.7
2729,2019-01-10,30614.55
2730,2019-01-11,30704.45
2731,2019-01-14,30735.1
2732,2019-01-15,30797.2
2733,2019-01-16,30995.25
2734,2019-01-17,30822.3
2735,2019-01-18,30727.8
2736,2019-01-21,30626.7
2737,2019-01-22,30486.3
2738,2019-01-23,30620.0
2739,2019-01-24,30118.75
2740,2019-01-25,30125.8
2741,2019-01-28,29951.8
2742,2019-01-29,29561.55
2743,2019-01-30,29853.9
2744,2019-01-31,29571.8
2745,2019-02-01,29936.1
2746,2019-02-04,30233.0
2747,2019-02-05,30023.95
2748,2019-02-06,29883.35
2749,2019-02-07,30091.65
2750,2019-02-08,30163.2
2751,2019-02-11,29744.5
2752,2019-02-12,29767.6
2753,2019-02-13,29779.25
2754,2019-02-14,29423.8
2755,2019-02-15,29542.75
2756,2019-02-18,29238.35
2757,2019-02-19,28913.2
2758,2019-02-20,29124.35
2759,2019-02-21,29092.55
2760,2019-02-22,29214.6
2761,2019-02-25,29294.45
2762,2019-02-26,29171.0
2763,2019-02-27,29340.85
2764,2019-02-28,29375.15
2765,2019-03-01,29335.2
2766,2019-03-05,29559.35
2767,2019-03-06,29822.65
2768,2019-03-07,29812.0
2769,2019-03-08,29920.2
2770,2019-03-11,30069.2
2771,2019-03-12,30411.35
2772,2019-03-13,30578.85
2773,2019-03-14,30500.25
2774,2019-03-15,30538.2
2775,2019-03-18,30105.5
2776,2019-03-19,30244.6
2777,2019-03-20,30491.75
2778,2019-03-22,30363.6
2779,2019-03-25,30065.8
2780,2019-03-26,29959.6
2781,2019-03-27,30012.95
2782,2019-03-28,29952.6
2783,2019-03-29,30430.45
2784,2019-04-01,30402.6
2785,2019-04-02,30237.15
2786,2019-04-03,30140.0
2787,2019-04-04,29980.6
2788,2019-04-05,30057.6
2789,2019-04-08,29934.65
2790,2019-04-09,29834.0
2791,2019-04-10,30052.3
2792,2019-04-11,30034.0
2793,2019-04-12,30205.4
2794,2019-04-15,30670.35
2795,2019-04-16,30643.2
2796,2019-04-18,30785.65
2797,2019-04-22,30539.65
2798,2019-04-23,30459.8
2799,2019-04-24,30493.45
2800,2019-04-25,30686.95
2801,2019-04-26,30446.1
2802,2019-04-30,30442.45
2803,2019-05-02,30349.5
2804,2019-05-03,30026.0
2805,2019-05-06,29677.05
2806,2019-05-07,29742.45
2807,2019-05-08,29480.7
2808,2019-05-09,29296.05
2809,2019-05-10,29505.3
2810,2019-05-13,29295.95
2811,2019-05-14,29105.3
2812,2019-05-15,29361.0
2813,2019-05-16,29258.8
2814,2019-05-17,29251.7
2815,2019-05-20,30447.05
2816,2019-05-21,30557.65
2817,2019-05-22,30459.65
2818,2019-05-23,30609.65
2819,2019-05-24,29889.8
2820,2019-05-27,29994.05
2821,2019-05-28,30194.45
2822,2019-05-29,30073.6
2823,2019-05-30,30055.7
2824,2019-05-31,30060.95
2825,2019-06-03,30019.95
2826,2019-06-04,30254.1
2827,2019-06-06,30313.1
2828,2019-06-07,30098.1
2829,2019-06-10,30161.4
2830,2019-06-11,30459.55
2831,2019-06-12,30351.0
2832,2019-06-13,30351.5
2833,2019-06-14,30313.95
2834,2019-06-17,30019.4
2835,2019-06-18,29706.3
2836,2019-06-19,29657.5
2837,2019-06-20,29467.15
2838,2019-06-21,29642.8
2839,2019-06-24,29440.7
2840,2019-06-25,29424.85
2841,2019-06-26,29508.05
2842,2019-06-27,29591.25
2843,2019-06-28,29544.2
2844,2019-07-01,29630.1
2845,2019-07-02,29663.35
2846,2019-07-03,29776.35
2847,2019-07-04,29830.45
2848,2019-07-05,29940.2
2849,2019-07-08,29931.8
2850,2019-07-09,29539.9
2851,2019-07-10,29322.25
2852,2019-07-11,29201.2
2853,2019-07-12,29269.05
2854,2019-07-15,29288.95
2855,2019-07-16,29101.0
2856,2019-07-17,29367.95
2857,2019-07-18,29620.5
2858,2019-07-19,29665.25
2859,2019-07-22,29039.05
2860,2019-07-23,28783.0
2861,2019-07-24,28970.6
2862,2019-07-25,29012.4
2863,2019-07-26,28970.55
2864,2019-07-29,29126.6
2865,2019-07-30,28981.2
2866,2019-07-31,28828.3
2867,2019-08-01,29011.65
2868,2019-08-02,28846.8
2869,2019-08-05,28832.05
2870,2019-08-06,28687.7
2871,2019-08-07,28861.35
2872,2019-08-08,28914.9
2873,2019-08-09,29219.85
2874,2019-08-13,29285.55
2875,2019-08-14,28771.65
2876,2019-08-16,28822.5
2877,2019-08-19,28950.1
2878,2019-08-20,28861.05
2879,2019-08-21,28704.3
2880,2019-08-22,28422.8
2881,2019-08-23,28349.5
2882,2019-08-26,28526.95
2883,2019-08-27,28813.05
2884,2019-08-28,28873.4
2885,2019-08-29,28707.85
2886,2019-08-30,28869.95
2887,2019-09-03,29116.45
2888,2019-09-04,28812.9
2889,2019-09-05,28693.45
2890,2019-09-06,28751.3
2891,2019-09-09,28679.75
2892,2019-09-11,28830.9
2893,2019-09-12,28824.4
2894,2019-09-13,28614.65
2895,2019-09-16,28496.45
2896,2019-09-17,28768.5
2897,2019-09-18,28764.9
2898,2019-09-19,28794.8
2899,2019-09-20,28660.35
2900,2019-09-23,30449.3
2901,2019-09-24,31197.65
2902,2019-09-25,31249.15
2903,2019-09-26,30914.75
2904,2019-09-27,30977.0
2905,2019-09-30,31089.2
2906,2019-10-01,31130.25
2907,2019-10-03,30819.6
2908,2019-10-04,30921.45
2909,2019-10-07,30347.15
2910,2019-10-09,30249.55
2911,2019-10-10,30245.8
2912,2019-10-11,30222.9
2913,2019-10-14,30585.5
2914,2019-10-15,30783.5
2915,2019-10-16,30945.6
2916,2019-10-17,30928.5
2917,2019-10-18,31313.05
2918,2019-10-22,31462.4
2919,2019-10-23,31739.7
2920,2019-10-24,32026.2
2921,2019-10-25,32172.15
2922,2019-10-27,31879.85
2923,2019-10-29,31828.7
2924,2019-10-30,32229.85
2925,2019-10-31,32310.1
2926,2019-11-01,32396.1
2927,2019-11-04,32541.1
2928,2019-11-05,32257.0
2929,2019-11-06,32360.6
2930,2019-11-07,32587.8
2931,2019-11-08,32489.55
2932,2019-11-11,31928.4
2933,2019-11-13,31913.9
2934,2019-11-14,31587.0
2935,2019-11-15,31447.15
2936,2019-11-18,31342.95
2937,2019-11-19,31241.1
2938,2019-11-20,31009.3
2939,2019-11-21,31128.75
2940,2019-11-22,30964.15
2941,2019-11-25,30798.9
2942,2019-11-26,31137.8
2943,2019-11-27,31120.4
2944,2019-11-28,31277.6
2945,2019-11-29,31243.25
2946,2019-12-02,30977.0
2947,2019-12-03,30898.2
2948,2019-12-04,30629.85
2949,2019-12-05,30739.6
2950,2019-12-06,30854.75
2951,2019-12-09,30562.0
2952,2019-12-10,30424.0
2953,2019-12-11,30072.8
2954,2019-12-12,30155.6
2955,2019-12-13,30380.0
2956,2019-12-16,30459.8
2957,2019-12-17,30115.65
2958,2019-12-18,30186.85
2959,2019-12-19,30341.05
2960,2019-12-20,30372.15
2961,2019-12-23,30392.15
2962,2019-12-24,30241.95
2963,2019-12-26,30218.85
2964,2019-12-27,30147.4
2965,2019-12-30,30206.4
2966,2019-12-31,30254.75
2967,2020-01-01,30202.75
2968,2020-01-02,30271.3
2969,2020-01-03,30302.15
2970,2020-01-06,30024.75
2971,2020-01-07,29903.05
2972,2020-01-08,29685.15
2973,2020-01-09,30071.4
2974,2020-01-10,30244.55
2975,2020-01-13,30455.75
2976,2020-01-14,30798.55
2977,2020-01-15,31133.4
2978,2020-01-16,31255.9
2979,2020-01-17,31372.25
2980,2020-01-20,31369.65
2981,2020-01-21,31358.35
2982,2020-01-22,31270.7
2983,2020-01-23,31147.0
2984,2020-01-24,31223.05
2985,2020-01-27,31373.25
2986,2020-01-28,31210.55
2987,2020-01-29,31150.45
2988,2020-01-30,31419.2
2989,2020-01-31,31099.25
2990,2020-02-01,30865.05
2991,2020-02-03,30049.3
2992,2020-02-04,30614.05
2993,2020-02-05,30885.2
2994,2020-02-06,31055.4
2995,2020-02-07,30806.5
2996,2020-02-10,30863.7
2997,2020-02-11,30856.25
2998,2020-02-12,30494.95
2999,2020-02-13,30968.35
3000,2020-02-14,31036.9
3001,2020-02-17,30660.35
3002,2020-02-18,30463.0
3003,2020-02-19,30529.4
3004,2020-02-20,30807.75
3005,2020-02-24,30545.5
3006,2020-02-25,30295.8
3007,2020-02-26,30155.1
3008,2020-02-27,29993.4
3009,2020-02-28,29468.4
3010,2020-03-02,29610.15
3011,2020-03-03,29350.45
3012,2020-03-04,29563.15
3013,2020-03-05,29333.25
3014,2020-03-06,28988.2
3015,2020-03-09,28466.25
3016,2020-03-11,27697.95
3017,2020-03-12,27305.85
3018,2020-03-13,24896.85
3019,2020-03-16,25586.4
3020,2020-03-17,24850.5
3021,2020-03-18,25269.25
3022,2020-03-19,23695.9
3023,2020-03-20,24198.2
3024,2020-03-23,23950.55
3025,2020-03-24,24123.3
3026,2020-03-25,23804.85
3027,2020-03-26,24727.15
3028,2020-03-27,26382.25
3029,2020-03-30,25218.5
3030,2020-03-31,26472.75
3031,2020-04-01,27346.95
3032,2020-04-03,26716.5
3033,2020-04-07,27491.6
3034,2020-04-08,28600.25
3035,2020-04-09,29500.75
3036,2020-04-13,28913.3
3037,2020-04-15,28979.6
3038,2020-04-16,29563.45
3039,2020-04-17,30202.75
3040,2020-04-20,29490.25
3041,2020-04-21,28134.3
3042,2020-04-22,28453.35
3043,2020-04-23,29278.45
3044,2020-04-24,28736.45
3045,2020-04-27,28805.2
3046,2020-04-28,29208.9
3047,2020-04-29,28887.5
3048,2020-04-30,29078.45
3049,2020-05-04,28197.45
3050,2020-05-05,27815.7
3051,2020-05-06,27061.5
3052,2020-05-07,26402.25
3053,2020-05-08,26809.4
3054,2020-05-11,26895.65
3055,2020-05-12,26571.05
3056,2020-05-13,27761.9
3057,2020-05-14,26618.1
3058,2020-05-15,26969.4
3059,2020-05-18,27057.5
3060,2020-05-19,26895.2
3061,2020-05-20,26995.1
3062,2020-05-21,27366.5
3063,2020-05-22,27843.25
